"","gndr","eisced","cntry","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"18225","Hombre","Secundaria Superior","Serbia",33,100,60,1,1.67,0,10,5,5
"18226","Mujer","Secundaria Superior","Serbia",61,30,120,2,0.5,7,10,4,3
"18227","Hombre","Primaria","Serbia",58,179,179,2.98,2.98,7,8,9,4
"18228","Hombre","Secundaria Superior","Serbia",73,150,130,2.17,2.5,5,4,9,3
"18229","Mujer","Bachiller","Serbia",42,110,615,10.25,1.83,10,0,10,5
"18230","Hombre","Grado Universitario","Serbia",40,150,240,4,2.5,0,10,7,4
"18231","Mujer","Master/Doctorado","Serbia",69,30,90,1.5,0.5,0,5,6,2
"18232","Hombre","Formacion Profesional","Serbia",60,60,240,4,1,1,6,2,4
"18233","Hombre","Secundaria Inferior","Serbia",19,60,60,1,1,1,10,3,4
"18234","Hombre","Formacion Profesional","Serbia",71,200,100,1.67,3.33,NA,0,0,3
"18235","Mujer","Secundaria Superior","Serbia",80,60,NA,NA,1,6,10,7,3
"18236","Hombre","Grado Universitario","Serbia",35,1,480,8,0.02,1,6,8,4
"18237","Mujer","Bachiller","Serbia",23,60,195,3.25,1,0,2,9,4
"18238","Hombre","Secundaria Inferior","Serbia",17,90,300,5,1.5,1,10,9,5
"18239","Mujer","Secundaria Inferior","Serbia",17,30,255,4.25,0.5,1,7,2,4
"18240","Mujer","Grado Universitario","Serbia",51,29,480,8,0.48,0,7,9,3
"18241","Hombre","Secundaria Superior","Serbia",44,30,180,3,0.5,3,9,5,3
"18242","Hombre","Secundaria Inferior","Serbia",68,60,NA,NA,1,3,10,4,3
"18243","Mujer","Grado Universitario","Serbia",25,60,120,2,1,2,9,8,3
"18244","Mujer","Secundaria Superior","Serbia",64,30,NA,NA,0.5,1,5,6,3
"18245","Hombre","Secundaria Superior","Serbia",72,75,NA,NA,1.25,3,6,5,3
"18246","Hombre","Grado Universitario","Serbia",55,240,480,8,4,0,8,5,3
"18247","Mujer","Formacion Profesional","Serbia",48,20,540,9,0.33,0,5,9,3
"18248","Mujer","Formacion Profesional","Serbia",58,240,240,4,4,0,5,4,2
"18249","Hombre","Secundaria Superior","Serbia",55,150,220,3.67,2.5,0,2,9,3
"18250","Hombre","Grado Universitario","Serbia",63,250,190,3.17,4.17,6,7,8,3
"18251","Mujer","Grado Universitario","Serbia",29,320,645,10.75,5.33,4,10,6,4
"18252","Mujer","Bachiller","Serbia",58,90,120,2,1.5,10,10,10,4
"18253","Hombre","Grado Universitario","Serbia",70,45,60,1,0.75,1,9,5,4
"18254","Mujer","Secundaria Superior","Serbia",35,30,240,4,0.5,4,7,6,3
"18255","Hombre","Bachiller","Serbia",53,160,350,5.83,2.67,2,9,7,4
"18256","Mujer","Grado Universitario","Serbia",43,60,300,5,1,2,7,2,4
"18257","Hombre","Grado Universitario","Serbia",73,150,NA,NA,2.5,9,10,9,3
"18258",NA,"Secundaria Superior","Serbia",69,90,NA,NA,1.5,5,8,8,2
"18259","Hombre","Bachiller","Serbia",54,5,300,5,0.08,0,8,6,4
"18260","Hombre","Bachiller","Serbia",55,45,180,3,0.75,1,9,4,4
"18261","Hombre","Bachiller","Serbia",62,180,120,2,3,0,9,8,5
"18262","Mujer","Formacion Profesional","Serbia",57,30,NA,NA,0.5,0,10,8,3
"18263","Hombre","Master/Doctorado","Serbia",NA,90,NA,NA,1.5,7,8,6,2
"18264","Hombre","Secundaria Superior","Serbia",68,140,NA,NA,2.33,0,0,0,4
"18265","Hombre","Secundaria Superior","Serbia",77,210,NA,NA,3.5,5,5,5,3
"18266","Mujer","Bachiller","Serbia",64,210,240,4,3.5,4,10,4,3
"18267","Mujer","Secundaria Superior","Serbia",64,120,120,2,2,10,10,10,4
"18268","Hombre","Secundaria Superior","Serbia",67,90,NA,NA,1.5,6,5,6,2
"18269",NA,"Bachiller","Serbia",NA,120,60,1,2,0,1,8,2
"18270","Mujer","Grado Universitario","Serbia",NA,120,120,2,2,0,7,7,3
"18271","Mujer","Formacion Profesional","Serbia",62,30,150,2.5,0.5,4,10,9,3
"18272","Mujer","Bachiller","Serbia",60,100,NA,NA,1.67,5,2,5,4
"18273","Mujer","Bachiller","Serbia",65,0,30,0.5,0,6,4,4,3
"18274","Mujer","Grado Universitario","Serbia",57,150,720,12,2.5,0,0,8,4
"18275","Mujer","Grado Universitario","Serbia",22,60,360,6,1,0,9,9,5
"18276","Hombre","Grado Universitario","Serbia",30,180,240,4,3,7,10,5,5
"18277","Hombre","Formacion Profesional","Serbia",65,210,120,2,3.5,2,5,7,3
"18278","Hombre","Secundaria Inferior","Serbia",NA,5,30,0.5,0.08,0,5,5,5
"18279","Hombre","Secundaria Superior","Serbia",18,5,330,5.5,0.08,0,3,8,3
"18280","Hombre","Master/Doctorado","Serbia",53,15,120,2,0.25,1,8,8,3
"18281","Hombre","Secundaria Inferior","Serbia",61,80,NA,NA,1.33,0,9,7,3
"18282","Mujer","Secundaria Inferior","Serbia",75,119,419,6.98,1.98,7,7,5,2
"18283",NA,NA,"Serbia",NA,0,120,2,0,0,7,9,4
"18284","Hombre",NA,"Serbia",63,10,NA,NA,0.17,0,10,10,4
"18285","Mujer","Bachiller","Serbia",77,150,90,1.5,2.5,0,10,10,4
"18286","Mujer","Bachiller","Serbia",51,60,120,2,1,0,5,5,4
"18287","Hombre","Bachiller","Serbia",68,270,NA,NA,4.5,6,9,8,4
"18288","Hombre","Bachiller","Serbia",63,60,180,3,1,5,5,7,3
"18289","Mujer","Bachiller","Serbia",18,60,420,7,1,2,5,6,5
"18290","Mujer","Bachiller","Serbia",61,14,600,10,0.23,5,7,5,3
"18291","Hombre","Master/Doctorado","Serbia",30,30,480,8,0.5,5,7,6,5
"18292","Hombre","Formacion Profesional","Serbia",69,90,NA,NA,1.5,0,0,10,2
"18293","Hombre","Master/Doctorado","Serbia",47,20,90,1.5,0.33,4,2,6,5
"18294","Mujer","Bachiller","Serbia",61,10,NA,NA,0.17,3,8,5,2
"18295","Mujer","Grado Universitario","Serbia",35,60,240,4,1,2,8,8,4
"18296","Mujer","Bachiller","Serbia",32,60,300,5,1,0,6,5,3
"18297","Mujer","Bachiller","Serbia",62,150,150,2.5,2.5,3,7,6,4
"18298","Mujer","Secundaria Superior","Serbia",60,190,NA,NA,3.17,5,10,7,3
"18299","Mujer","Secundaria Superior","Serbia",50,150,395,6.58,2.5,1,4,4,3
"18300","Hombre","Formacion Profesional","Serbia",84,150,NA,NA,2.5,NA,10,10,3
"18301","Hombre","Bachiller","Serbia",18,120,210,3.5,2,3,9,8,5
"18302","Mujer","Secundaria Superior","Serbia",40,90,150,2.5,1.5,5,5,8,4
"18303","Hombre","Master/Doctorado","Serbia",84,640,NA,NA,10.67,6,7,10,3
"18304","Mujer","Grado Universitario","Serbia",32,60,180,3,1,3,8,9,5
"18305","Mujer","Bachiller","Serbia",50,80,180,3,1.33,0,5,7,3
"18306","Hombre","Secundaria Superior","Serbia",61,180,NA,NA,3,0,5,5,4
"18307","Mujer","Master/Doctorado","Serbia",28,90,525,8.75,1.5,0,7,4,5
"18308","Hombre","Formacion Profesional","Serbia",68,120,90,1.5,2,4,8,8,3
"18309","Hombre",NA,"Serbia",84,240,NA,NA,4,0,5,9,4
"18310","Hombre","Secundaria Superior","Serbia",52,30,390,6.5,0.5,0,5,6,3
"18311","Mujer","Grado Universitario","Serbia",38,150,NA,NA,2.5,2,8,9,3
"18312","Mujer","Formacion Profesional","Serbia",56,150,270,4.5,2.5,1,5,5,3
"18313","Mujer","Bachiller","Serbia",55,29,49,0.82,0.48,0,8,7,3
"18314","Hombre","Secundaria Superior","Serbia",50,0,NA,NA,0,0,8,6,4
"18315","Mujer","Grado Universitario","Serbia",65,60,60,1,1,5,10,8,3
"18316","Mujer","Secundaria Inferior","Serbia",62,80,120,2,1.33,10,10,5,3
"18317","Mujer","Formacion Profesional","Serbia",44,14,420,7,0.23,0,8,8,3
"18318","Hombre","Grado Universitario","Serbia",41,30,120,2,0.5,3,4,6,3
"18319","Hombre","Bachiller","Serbia",55,120,150,2.5,2,1,6,8,4
"18320","Hombre","Secundaria Superior","Serbia",24,90,270,4.5,1.5,0,8,3,4
"18321","Mujer","Bachiller","Serbia",56,60,120,2,1,1,5,10,3
"18322","Hombre","Secundaria Superior","Serbia",74,60,NA,NA,1,5,5,5,3
"18323","Hombre","Secundaria Superior","Serbia",68,60,NA,NA,1,3,6,5,3
"18324","Hombre","Secundaria Superior","Serbia",70,60,60,1,1,8,NA,9,3
"18325","Mujer","Bachiller","Serbia",43,60,240,4,1,5,5,5,3
"18326","Mujer","Bachiller","Serbia",60,30,420,7,0.5,1,5,5,4
"18327","Mujer","Bachiller","Serbia",47,60,150,2.5,1,1,5,2,3
"18328","Hombre","Secundaria Superior","Serbia",NA,220,NA,NA,3.67,0,7,3,3
"18329","Mujer","Secundaria Superior","Serbia",68,60,NA,NA,1,0,10,0,3
"18330","Hombre","Master/Doctorado","Serbia",NA,30,480,8,0.5,1,8,10,4
"18331","Hombre","Master/Doctorado","Serbia",50,60,60,1,1,1,9,7,3
"18332","Hombre","Bachiller","Serbia",57,120,240,4,2,5,8,6,3
"18333","Hombre","Bachiller","Serbia",64,30,29,0.48,0.5,2,5,5,4
"18334","Mujer","Grado Universitario","Serbia",65,120,360,6,2,0,5,9,5
"18335","Mujer","Grado Universitario","Serbia",54,60,120,2,1,0,10,8,4
"18336","Mujer","Bachiller","Serbia",67,105,NA,NA,1.75,3,10,8,3
"18337","Mujer","Bachiller","Serbia",70,60,NA,NA,1,0,7,8,3
"18338","Hombre","Secundaria Superior","Serbia",57,120,60,1,2,0,10,5,2
"18339","Hombre","Secundaria Inferior","Serbia",38,0,135,2.25,0,0,3,7,3
"18340","Hombre","Grado Universitario","Serbia",56,60,120,2,1,10,10,10,3
"18341","Mujer","Grado Universitario","Serbia",26,119,539,8.98,1.98,9,8,8,5
"18342","Mujer","Secundaria Inferior","Serbia",60,19,360,6,0.32,2,8,7,3
"18343","Hombre","Bachiller","Serbia",67,1200,180,3,20,10,10,5,3
"18344","Mujer","Primaria","Serbia",70,0,NA,NA,0,0,5,5,2
"18345","Mujer","Grado Universitario","Serbia",45,30,600,10,0.5,0,8,8,3
"18346","Mujer","Bachiller","Serbia",20,30,360,6,0.5,2,10,9,3
"18347",NA,"Grado Universitario","Serbia",71,240,NA,NA,4,2,7,5,4
"18348","Hombre","Secundaria Inferior","Serbia",72,135,NA,NA,2.25,10,0,10,5
"18349","Hombre","Secundaria Superior","Serbia",61,360,420,7,6,10,10,10,4
"18350","Mujer","Bachiller","Serbia",57,15,NA,NA,0.25,1,4,5,3
"18351","Hombre","Formacion Profesional","Serbia",69,120,120,2,2,8,8,5,2
"18352","Mujer","Secundaria Inferior","Serbia",48,60,NA,NA,1,0,6,10,5
"18353","Hombre","Secundaria Superior","Serbia",61,210,NA,NA,3.5,10,10,10,4
"18354","Mujer","Grado Universitario","Serbia",62,105,355,5.92,1.75,2,5,10,5
"18355","Mujer","Secundaria Inferior","Serbia",70,60,NA,NA,1,0,8,5,3
"18356","Hombre","Grado Universitario","Serbia",56,5,NA,NA,0.08,0,9,5,4
"18357","Hombre","Secundaria Inferior","Serbia",70,0,NA,NA,0,0,4,3,2
"18358","Hombre","Formacion Profesional","Serbia",44,30,240,4,0.5,0,5,9,4
"18359","Mujer","Bachiller","Serbia",31,90,930,15.5,1.5,0,8,10,5
"18360","Mujer","Bachiller","Serbia",25,0,NA,NA,0,0,0,9,4
"18361","Hombre","Bachiller","Serbia",51,29,60,1,0.48,4,4,8,4
"18362","Mujer","Master/Doctorado","Serbia",35,60,120,2,1,2,6,4,3
"18363","Hombre","Secundaria Inferior","Serbia",74,120,NA,NA,2,10,10,0,3
"18364","Hombre","Secundaria Superior","Serbia",NA,60,NA,NA,1,0,10,5,3
"18365","Hombre","Secundaria Inferior","Serbia",64,120,180,3,2,0,10,3,3
"18366","Mujer","Bachiller","Serbia",29,30,180,3,0.5,2,9,3,4
"18367","Mujer","Secundaria Inferior","Serbia",64,195,NA,NA,3.25,1,5,7,3
"18368","Mujer","Master/Doctorado","Serbia",75,225,282,4.7,3.75,0,1,9,4
"18369","Hombre","Secundaria Superior","Serbia",71,140,NA,NA,2.33,10,10,5,2
"18370","Hombre","Master/Doctorado","Serbia",82,180,NA,NA,3,5,7,5,3
"18371","Mujer","Grado Universitario","Serbia",29,29,120,2,0.48,0,8,8,4
"18372","Mujer","Secundaria Inferior","Serbia",83,1440,NA,NA,24,10,5,10,3
"18373","Hombre","Bachiller","Serbia",53,160,350,5.83,2.67,2,9,7,4
"18374","Hombre","Secundaria Superior","Serbia",75,210,NA,NA,3.5,3,4,5,3
"18375","Mujer","Grado Universitario","Serbia",58,10,75,1.25,0.17,0,10,10,4
"18376","Mujer","Bachiller","Serbia",63,180,60,1,3,0,10,8,3
"18377","Hombre","Bachiller","Serbia",67,90,60,1,1.5,0,10,10,4
"18378","Mujer","Master/Doctorado","Serbia",68,150,300,5,2.5,1,10,9,4
"18379","Mujer","Formacion Profesional","Serbia",62,90,180,3,1.5,0,8,5,2
"18380","Hombre","Secundaria Superior","Serbia",31,30,120,2,0.5,10,10,10,5
"18381","Mujer","Secundaria Inferior","Serbia",67,325,190,3.17,5.42,3,10,5,2
"18382","Hombre","Master/Doctorado","Serbia",64,39,29,0.48,0.65,2,9,5,4
"18383","Mujer","Bachiller","Serbia",43,90,500,8.33,1.5,0,5,2,3
"18384","Hombre","Bachiller","Serbia",69,75,NA,NA,1.25,0,10,2,3
"18385","Mujer","Grado Universitario","Serbia",38,30,240,4,0.5,5,10,5,4
"18386","Mujer","Master/Doctorado","Serbia",46,20,120,2,0.33,0,4,10,3
"18387","Hombre","Bachiller","Serbia",65,60,NA,NA,1,0,7,3,3
"18388","Hombre","Bachiller","Serbia",41,9,300,5,0.15,0,8,10,3
"18389","Hombre","Secundaria Superior","Serbia",70,60,NA,NA,1,4,9,5,3
"18390","Mujer","Master/Doctorado","Serbia",54,510,900,15,8.5,2,3,5,4
"18391","Mujer","Formacion Profesional","Serbia",68,80,NA,NA,1.33,0,2,6,3
"18392","Mujer","Formacion Profesional","Serbia",42,60,240,4,1,10,7,10,3
"18393","Hombre","Grado Universitario","Serbia",66,120,NA,NA,2,5,3,10,4
"18394","Mujer","Bachiller","Serbia",46,30,630,10.5,0.5,0,10,5,4
"18395","Hombre","Master/Doctorado","Serbia",60,29,180,3,0.48,0,9,8,3
"18396","Hombre","Secundaria Inferior","Serbia",74,120,NA,NA,2,NA,10,0,3
"18397","Hombre","Secundaria Superior","Serbia",54,120,240,4,2,0,7,6,3
"18398","Hombre","Secundaria Superior","Serbia",42,60,120,2,1,0,10,7,4
"18399","Mujer","Grado Universitario","Serbia",78,30,NA,NA,0.5,0,10,9,3
"18400","Hombre","Secundaria Superior","Serbia",69,150,NA,NA,2.5,8,10,7,3
"18401","Mujer","Bachiller","Serbia",36,29,180,3,0.48,0,8,7,3
"18402","Mujer","Bachiller","Serbia",52,10,NA,NA,0.17,5,10,9,3
"18403","Mujer","Grado Universitario","Serbia",23,30,600,10,0.5,0,5,8,4
"18404","Mujer","Master/Doctorado","Serbia",69,180,300,5,3,9,9,10,3
"18405","Hombre",NA,"Serbia",31,0,480,8,0,0,7,0,5
"18406","Mujer","Master/Doctorado","Serbia",28,5,60,1,0.08,2,3,7,4
"18407","Hombre","Bachiller","Serbia",42,150,240,4,2.5,5,8,7,3
"18408",NA,NA,"Serbia",NA,300,600,10,5,5,7,5,3
"18409","Mujer","Grado Universitario","Serbia",24,120,180,3,2,6,8,8,4
"18410","Mujer","Grado Universitario","Serbia",55,120,240,4,2,2,7,7,4
"18411","Hombre","Secundaria Superior","Serbia",58,80,NA,NA,1.33,0,10,10,3
"18412","Hombre","Master/Doctorado","Serbia",56,30,240,4,0.5,0,8,7,4
"18413","Mujer","Grado Universitario","Serbia",38,60,360,6,1,0,6,8,4
"18414","Hombre","Secundaria Superior","Serbia",46,130,380,6.33,2.17,1,3,9,3
"18415","Mujer",NA,"Serbia",34,10,30,0.5,0.17,0,10,10,4
"18416","Hombre","Formacion Profesional","Serbia",23,60,720,12,1,4,8,8,3
"18417","Mujer","Grado Universitario","Serbia",54,60,180,3,1,0,3,3,4
"18418","Mujer","Primaria","Serbia",83,120,NA,NA,2,9,9,6,2
"18419","Mujer","Grado Universitario","Serbia",75,30,480,8,0.5,0,7,8,2
"18420","Hombre","Master/Doctorado","Serbia",67,29,120,2,0.48,NA,9,8,3
"18421","Hombre","Bachiller","Serbia",43,90,210,3.5,1.5,1,8,8,4
"18422","Hombre","Secundaria Inferior","Serbia",50,70,30,0.5,1.17,9,9,9,2
"18423","Hombre","Bachiller","Serbia",72,130,NA,NA,2.17,2,6,5,3
"18424",NA,NA,"Serbia",NA,0,240,4,0,6,7,10,2
"18425","Hombre","Bachiller","Serbia",NA,150,NA,NA,2.5,7,10,6,3
"18426","Mujer","Bachiller","Serbia",31,150,465,7.75,2.5,0,8,6,4
"18427","Hombre","Formacion Profesional","Serbia",47,90,240,4,1.5,3,7,8,3
"18428","Hombre","Secundaria Superior","Serbia",55,60,300,5,1,0,5,7,4
"18429","Hombre","Formacion Profesional","Serbia",71,210,NA,NA,3.5,5,10,9,4
"18430","Hombre","Bachiller","Serbia",35,29,120,2,0.48,5,9,10,5
"18431","Mujer","Grado Universitario","Serbia",56,75,210,3.5,1.25,3,9,5,4
"18432","Hombre","Bachiller","Serbia",58,60,180,3,1,4,8,5,3
"18433","Mujer","Master/Doctorado","Serbia",48,75,150,2.5,1.25,0,6,8,4
"18434","Mujer","Secundaria Superior","Serbia",40,20,NA,NA,0.33,NA,0,0,3
"18435","Hombre","Formacion Profesional","Serbia",71,80,NA,NA,1.33,8,10,10,4
"18436","Mujer","Grado Universitario","Serbia",55,120,240,4,2,1,7,7,4
"18437","Hombre","Bachiller","Serbia",47,120,600,10,2,2,7,7,5
"18438","Hombre","Grado Universitario","Serbia",68,60,120,2,1,6,10,8,3
"18439","Mujer","Master/Doctorado","Serbia",50,30,300,5,0.5,0,5,6,3
"18440","Hombre","Secundaria Inferior","Serbia",17,10,240,4,0.17,0,6,8,5
"18441","Mujer","Formacion Profesional","Serbia",55,10,90,1.5,0.17,0,4,5,3
"18442","Mujer","Formacion Profesional","Serbia",46,120,480,8,2,0,7,6,3
"18443","Hombre","Bachiller","Serbia",74,195,NA,NA,3.25,6,8,8,3
"18444",NA,NA,"Serbia",NA,120,300,5,2,0,2,6,3
"18445","Hombre","Bachiller","Serbia",23,19,1440,24,0.32,0,4,10,5
"18446","Mujer","Bachiller","Serbia",85,140,NA,NA,2.33,3,8,5,2
"18447","Mujer","Secundaria Superior","Serbia",38,0,60,1,0,0,9,5,3
"18448","Mujer","Master/Doctorado","Serbia",33,120,960,16,2,0,10,5,4
"18449","Mujer","Secundaria Inferior","Serbia",16,120,NA,NA,2,5,10,8,5
"18450","Mujer","Grado Universitario","Serbia",34,20,420,7,0.33,2,10,10,5
"18451","Mujer","Primaria","Serbia",70,100,NA,NA,1.67,0,5,6,1
"18452","Mujer","Bachiller","Serbia",63,90,180,3,1.5,0,8,6,3
"18453","Mujer","Formacion Profesional","Serbia",69,60,360,6,1,4,10,5,3
"18454","Mujer","Secundaria Superior","Serbia",56,90,30,0.5,1.5,6,4,3,3
"18455","Mujer","Bachiller","Serbia",58,60,20,0.33,1,10,10,10,3
"18456","Mujer","Bachiller","Serbia",58,60,600,10,1,0,0,7,5
"18457","Hombre","Grado Universitario","Serbia",76,135,150,2.5,2.25,0,10,5,2
"18458","Hombre","Secundaria Superior","Serbia",72,70,NA,NA,1.17,5,10,5,3
"18459","Hombre","Bachiller","Serbia",20,90,90,1.5,1.5,5,5,10,5
"18460","Hombre","Master/Doctorado","Serbia",64,60,60,1,1,8,8,8,5
"18461","Mujer","Bachiller","Serbia",48,45,600,10,0.75,0,3,6,3
"18462","Hombre","Secundaria Inferior","Serbia",71,60,NA,NA,1,2,10,10,3
"18463","Hombre","Formacion Profesional","Serbia",43,NA,120,2,NA,5,10,8,4
"18464","Mujer","Grado Universitario","Serbia",46,19,240,4,0.32,0,7,10,3
"18465","Mujer","Secundaria Inferior","Serbia",70,60,180,3,1,1,3,4,3
"18466","Mujer","Secundaria Inferior","Serbia",69,210,NA,NA,3.5,4,10,8,3
"18467","Hombre","Grado Universitario","Serbia",36,0,480,8,0,0,5,7,5
"18468","Mujer","Secundaria Superior","Serbia",56,10,NA,NA,0.17,0,5,5,3
"18469","Hombre","Bachiller","Serbia",68,120,120,2,2,0,9,5,2
"18470","Mujer","Master/Doctorado","Serbia",29,19,180,3,0.32,3,6,9,4
"18471","Hombre","Secundaria Superior","Serbia",31,1239,390,6.5,20.65,0,0,3,4
"18472","Mujer","Grado Universitario","Serbia",31,0,960,16,0,0,6,3,4
"18473","Hombre","Primaria","Serbia",NA,270,70,1.17,4.5,5,10,10,4
"18474","Hombre",NA,"Serbia",21,810,720,12,13.5,5,9,9,3
"18475","Mujer","Bachiller","Serbia",18,90,330,5.5,1.5,4,5,9,5
"18476",NA,NA,"Serbia",NA,61,110,1.83,1.02,0,5,10,4
"18477","Hombre","Secundaria Superior","Serbia",62,90,NA,NA,1.5,10,8,4,3
"18478","Mujer","Grado Universitario","Serbia",28,30,300,5,0.5,NA,NA,4,2
"18479","Hombre","Grado Universitario","Serbia",56,210,360,6,3.5,0,9,8,4
"18480","Mujer","Grado Universitario","Serbia",62,60,60,1,1,0,10,9,5
"18481","Hombre","Bachiller","Serbia",44,120,180,3,2,5,8,8,4
"18482","Mujer","Bachiller","Serbia",26,130,140,2.33,2.17,5,5,8,2
"18483","Mujer","Bachiller","Serbia",24,60,600,10,1,3,9,7,3
"18484","Mujer","Bachiller","Serbia",17,0,419,6.98,0,3,8,6,4
"18485","Mujer","Bachiller","Serbia",49,30,120,2,0.5,0,2,7,3
"18486","Hombre","Secundaria Superior","Serbia",51,29,120,2,0.48,2,7,5,4
"18487","Mujer","Grado Universitario","Serbia",44,9,180,3,0.15,5,7,5,4
"18488","Hombre","Bachiller","Serbia",71,720,720,12,12,0,3,10,2
"18489","Mujer","Secundaria Superior","Serbia",44,1,NA,NA,0.02,0,7,7,2
"18490","Hombre","Master/Doctorado","Serbia",68,14,90,1.5,0.23,0,9,5,3
"18491","Mujer","Bachiller","Serbia",37,0,120,2,0,0,5,8,3
"18492","Mujer","Bachiller","Serbia",63,20,60,1,0.33,NA,NA,NA,3
"18493","Mujer","Bachiller","Serbia",20,5,270,4.5,0.08,0,6,8,4
"18494","Mujer","Bachiller","Serbia",46,30,60,1,0.5,5,5,5,3
"18495","Hombre","Formacion Profesional","Serbia",50,70,80,1.33,1.17,5,8,6,3
"18496","Hombre","Bachiller","Serbia",47,19,29,0.48,0.32,0,9,8,5
"18497","Mujer","Bachiller","Serbia",58,90,210,3.5,1.5,8,10,8,3
"18498","Mujer","Grado Universitario","Serbia",55,120,240,4,2,1,7,7,4
"18499","Hombre","Formacion Profesional","Serbia",67,90,30,0.5,1.5,0,1,8,5
"18500","Hombre","Grado Universitario","Serbia",47,120,600,10,2,2,5,7,4
"18501","Hombre","Secundaria Superior","Serbia",65,180,NA,NA,3,10,10,10,3
"18502","Hombre","Secundaria Inferior","Serbia",55,140,90,1.5,2.33,0,4,5,2
"18503","Mujer","Formacion Profesional","Serbia",84,120,195,3.25,2,0,8,7,3
"18504","Hombre","Bachiller","Serbia",58,1,60,1,0.02,0,5,5,3
"18505","Hombre","Bachiller","Serbia",70,90,190,3.17,1.5,2,8,7,4
"18506","Mujer","Formacion Profesional","Serbia",70,60,360,6,1,0,7,8,5
"18507","Hombre","Formacion Profesional","Serbia",18,60,180,3,1,9,9,9,5
"18508","Mujer","Grado Universitario","Serbia",NA,200,270,4.5,3.33,0,3,8,3
"18509","Mujer","Grado Universitario","Serbia",29,29,240,4,0.48,0,8,4,4
"18510","Hombre","Bachiller","Serbia",79,0,120,2,0,0,5,0,3
"18511","Mujer","Master/Doctorado","Serbia",51,30,300,5,0.5,0,7,7,3
"18512","Mujer","Bachiller","Serbia",51,3,930,15.5,0.05,1,7,5,3
"18513","Mujer","Master/Doctorado","Serbia",47,120,180,3,2,0,10,6,4
"18514","Hombre","Secundaria Inferior","Serbia",18,130,780,13,2.17,0,10,8,5
"18515","Hombre","Grado Universitario","Serbia",54,180,300,5,3,0,3,5,3
"18516","Hombre","Formacion Profesional","Serbia",44,60,180,3,1,0,9,8,5
"18517","Hombre","Secundaria Superior","Serbia",60,90,90,1.5,1.5,0,10,10,3
"18518","Hombre","Secundaria Superior","Serbia",56,60,180,3,1,1,6,4,4
"18519","Hombre","Grado Universitario","Serbia",44,90,180,3,1.5,0,10,8,5
"18520","Hombre","Secundaria Superior","Serbia",70,135,NA,NA,2.25,0,3,3,3
"18521","Mujer","Master/Doctorado","Serbia",58,30,540,9,0.5,0,5,6,3
"18522","Mujer","Grado Universitario","Serbia",NA,0,240,4,0,0,5,8,4
"18523","Hombre","Master/Doctorado","Serbia",87,100,NA,NA,1.67,0,4,4,1
"18524","Hombre","Secundaria Superior","Serbia",45,60,360,6,1,0,5,7,4
"18525","Hombre","Grado Universitario","Serbia",88,150,NA,NA,2.5,6,7,6,4
"18526","Hombre","Secundaria Superior","Serbia",50,60,180,3,1,0,6,6,4
"18527","Hombre","Grado Universitario","Serbia",50,5,180,3,0.08,3,5,10,4
"18528","Hombre",NA,"Serbia",53,540,NA,NA,9,0,3,1,2
"18529","Hombre","Secundaria Inferior","Serbia",68,150,NA,NA,2.5,10,10,10,3
"18530","Mujer","Grado Universitario","Serbia",27,20,180,3,0.33,5,6,7,4
"18531","Mujer","Formacion Profesional","Serbia",23,90,135,2.25,1.5,4,4,10,3
"18532","Hombre","Master/Doctorado","Serbia",41,179,299,4.98,2.98,3,8,10,5
"18533","Mujer","Grado Universitario","Serbia",25,20,180,3,0.33,0,2,9,5
"18534","Hombre","Secundaria Superior","Serbia",43,110,150,2.5,1.83,0,2,5,3
"18535","Hombre","Grado Universitario","Serbia",66,150,240,4,2.5,0,8,5,4
"18536","Mujer","Master/Doctorado","Serbia",51,10,600,10,0.17,0,7,8,5
"18537","Hombre","Bachiller","Serbia",44,9,60,1,0.15,0,10,5,4
"18538","Mujer","Bachiller","Serbia",NA,120,480,8,2,0,8,7,4
"18539","Hombre","Bachiller","Serbia",49,30,120,2,0.5,5,5,5,4
"18540",NA,NA,"Serbia",NA,145,510,8.5,2.42,9,9,6,4
"18541","Mujer","Secundaria Inferior","Serbia",52,120,660,11,2,3,3,5,3
"18542","Mujer","Secundaria Inferior","Serbia",33,120,180,3,2,5,5,5,4
"18543","Hombre","Bachiller","Serbia",83,150,NA,NA,2.5,10,10,10,3
"18544","Hombre","Formacion Profesional","Serbia",76,95,280,4.67,1.58,0,10,10,5
"18545","Mujer","Grado Universitario","Serbia",23,30,255,4.25,0.5,4,10,9,4
"18546","Hombre","Master/Doctorado","Serbia",70,210,150,2.5,3.5,0,1,5,2
"18547","Hombre","Formacion Profesional","Serbia",50,10,720,12,0.17,0,6,10,5
"18548","Mujer","Grado Universitario","Serbia",47,90,720,12,1.5,1,10,10,4
"18549","Hombre","Bachiller","Serbia",18,5,1,0.02,0.08,NA,5,NA,NA
"18550","Hombre","Secundaria Superior","Serbia",64,150,220,3.67,2.5,3,10,3,2
"18551","Hombre",NA,"Serbia",32,0,600,10,0,0,5,5,5
"18552","Hombre","Grado Universitario","Serbia",56,150,180,3,2.5,0,8,5,4
"18553","Mujer","Bachiller","Serbia",20,150,1440,24,2.5,7,10,9,4
